path	records	elections	subject	sensitivity	public	note
normalized.profilis.kita.pareiskimas.nuorodos[]	22	2	none	technical	ship	the card row's own label and links
normalized.profilis.kita.pareiskimas.pavadinimas	22	2	none	technical	ship	the card row's own label and links
normalized.profilis.kita.pareiskimas.reiksme	22	2	none	technical	ship	the label of a linked document
normalized.profilis.kita.politines-kampanijos-dalyvio-duomenys.nuorodos[]	4	1	none	technical	ship	the card row's own label and links
normalized.profilis.kita.politines-kampanijos-dalyvio-duomenys.pavadinimas	4	1	none	technical	ship	the card row's own label and links
normalized.profilis.kita.politines-kampanijos-dalyvio-duomenys.reiksme	4	1	candidate	public-record	ship	a card row about the candidacy: constituency, municipality, list numbers, round, campaign registration
normalized.profilis.kita.porinkiminis-eiles-numeris.nuorodos[]	4961	7	none	technical	ship	the card row's own label and links
normalized.profilis.kita.porinkiminis-eiles-numeris.pavadinimas	4961	7	none	technical	ship	the card row's own label and links
normalized.profilis.kita.porinkiminis-eiles-numeris.reiksme	4961	7	candidate	public-record	ship	a card row about the candidacy: constituency, municipality, list numbers, round, campaign registration
normalized.profilis.kita.porinkiminis-numeris-sarase.nuorodos[]	28143	11	none	technical	ship	the card row's own label and links
normalized.profilis.kita.porinkiminis-numeris-sarase.pavadinimas	28143	11	none	technical	ship	the card row's own label and links
normalized.profilis.kita.porinkiminis-numeris-sarase.reiksme	28143	11	candidate	public-record	ship	a card row about the candidacy: constituency, municipality, list numbers, round, campaign registration
normalized.profilis.kita.priesrinkiminis-numeris-sarase-2.nuorodos[]	298	2	none	technical	ship	the card row's own label and links
normalized.profilis.kita.priesrinkiminis-numeris-sarase-2.pavadinimas	298	2	none	technical	ship	the card row's own label and links
normalized.profilis.kita.priesrinkiminis-numeris-sarase-2.reiksme	298	2	candidate	public-record	ship	a card row about the candidacy: constituency, municipality, list numbers, round, campaign registration
normalized.profilis.kita.priesrinkiminis-numeris-sarase.nuorodos[]	12454	4	none	technical	ship	the card row's own label and links
normalized.profilis.kita.priesrinkiminis-numeris-sarase.pavadinimas	12454	4	none	technical	ship	the card row's own label and links
normalized.profilis.kita.priesrinkiminis-numeris-sarase.reiksme	12454	4	candidate	public-record	ship	a card row about the candidacy: constituency, municipality, list numbers, round, campaign registration
normalized.profilis.kita.registracija.nuorodos[]	22	2	none	technical	ship	the card row's own label and links
normalized.profilis.kita.registracija.pavadinimas	22	2	none	technical	ship	the card row's own label and links
normalized.profilis.kita.registracija.reiksme	22	2	none	technical	ship	the label of a linked document
normalized.profilis.kita.sarasas.nuorodos[]	42983	19	none	technical	ship	the card row's own label and links
normalized.profilis.kita.sarasas.pavadinimas	42983	19	none	technical	ship	the card row's own label and links
normalized.profilis.kita.sarasas.reiksme	42983	19	candidate	political	ship	the nominating organisation and list
normalized.profilis.kita.savarankisko-politines-kampanijos-dalyvio-duomenys.nuorodos[]	15809	14	none	technical	ship	the card row's own label and links
normalized.profilis.kita.savarankisko-politines-kampanijos-dalyvio-duomenys.pavadinimas	15809	14	none	technical	ship	the card row's own label and links
normalized.profilis.kita.savarankisko-politines-kampanijos-dalyvio-duomenys.reiksme	15809	14	candidate	public-record	ship	a card row about the candidacy: constituency, municipality, list numbers, round, campaign registration
normalized.profilis.kita.savivaldybe.nuorodos[]	59772	14	none	technical	ship	the card row's own label and links
normalized.profilis.kita.savivaldybe.pavadinimas	59772	14	none	technical	ship	the card row's own label and links
normalized.profilis.kita.savivaldybe.reiksme	59772	14	candidate	public-record	ship	a card row about the candidacy: constituency, municipality, list numbers, round, campaign registration
normalized.profilis.kita.seimos-turto-pajamu-deklaracija.nuorodos[]	11	1	none	technical	ship	the card row's own label and links
normalized.profilis.kita.seimos-turto-pajamu-deklaracija.pavadinimas	11	1	none	technical	ship	the card row's own label and links
normalized.profilis.kita.seimos-turto-pajamu-deklaracija.reiksme	11	1	none	technical	ship	the label of a linked document
normalized.profilis.kita.sveikatos-pazyma.nuorodos[]	4	1	none	technical	ship	the card row's own label and links
normalized.profilis.kita.sveikatos-pazyma.pavadinimas	4	1	none	technical	ship	the card row's own label and links
normalized.profilis.kita.sveikatos-pazyma.reiksme	4	1	none	technical	ship	the label of a linked document
normalized.profilis.kita.sveikatos-pazymejimas.nuorodos[]	1	1	none	technical	ship	the card row's own label and links
normalized.profilis.kita.sveikatos-pazymejimas.pavadinimas	1	1	none	technical	ship	the card row's own label and links
normalized.profilis.kita.sveikatos-pazymejimas.reiksme	1	1	none	technical	ship	the label of a linked document
normalized.profilis.kita.tinklalapis.nuorodos[]	9	1	none	technical	ship	the card row's own label and links
normalized.profilis.kita.tinklalapis.pavadinimas	9	1	none	technical	ship	the card row's own label and links
normalized.profilis.kita.tinklalapis.reiksme	9	1	candidate	contact	ship	the candidate's own website
normalized.profilis.kita.turas.nuorodos[]	5865	16	none	technical	ship	the card row's own label and links
normalized.profilis.kita.turas.pavadinimas	5865	16	none	technical	ship	the card row's own label and links
normalized.profilis.kita.turas.reiksme	5865	16	candidate	public-record	ship	a card row about the candidacy: constituency, municipality, list numbers, round, campaign registration
normalized.profilis.kita.vienmandate-apygarda.nuorodos[]	4961	7	none	technical	ship	the card row's own label and links
normalized.profilis.kita.vienmandate-apygarda.pavadinimas	4961	7	none	technical	ship	the card row's own label and links
normalized.profilis.kita.vienmandate-apygarda.reiksme	4961	7	candidate	public-record	ship	a card row about the candidacy: constituency, municipality, list numbers, round, campaign registration
normalized.profilis.kita.www-grybauskaite2009-lt.nuorodos[]	1	1	none	technical	ship	the card row's own label and links
normalized.profilis.kita.www-grybauskaite2009-lt.pavadinimas	1	1	none	technical	ship	the card row's own label and links
normalized.profilis.kita.www-grybauskaite2009-lt.reiksme	1	1	candidate	contact	ship	the candidate's own website
normalized.profilis.kita.www-loretagrauziniene-lt.nuorodos[]	1	1	none	technical	ship	the card row's own label and links
normalized.profilis.kita.www-loretagrauziniene-lt.pavadinimas	1	1	none	technical	ship	the card row's own label and links
normalized.profilis.kita.www-loretagrauziniene-lt.reiksme	1	1	candidate	contact	ship	the candidate's own website
normalized.profilis.kita.www-mazuronis-lt.nuorodos[]	1	1	none	technical	ship	the card row's own label and links
normalized.profilis.kita.www-mazuronis-lt.pavadinimas	1	1	none	technical	ship	the card row's own label and links
normalized.profilis.kita.www-mazuronis-lt.reiksme	1	1	candidate	contact	ship	the candidate's own website
normalized.profilis.kita.www-prunskiene-lt.nuorodos[]	1	1	none	technical	ship	the card row's own label and links
normalized.profilis.kita.www-prunskiene-lt.pavadinimas	1	1	none	technical	ship	the card row's own label and links
normalized.profilis.kita.www-prunskiene-lt.reiksme	1	1	candidate	contact	ship	the candidate's own website
normalized.profilis.kita.www-uzjezerska-lt.nuorodos[]	1	1	none	technical	ship	the card row's own label and links
normalized.profilis.kita.www-uzjezerska-lt.pavadinimas	1	1	none	technical	ship	the card row's own label and links
normalized.profilis.kita.www-uzjezerska-lt.reiksme	1	1	candidate	contact	ship	the candidate's own website
normalized.profilis.nuotrauka	106687	53	candidate	identifying	ship	the portrait's sidecar path; the bytes are the photos table, metadata-stripped in the public profile
normalized.profilis.pajamu-deklaracijos-nuoroda	7336	8	none	technical	ship	
normalized.profilis.pastaba	105737	47	candidate	public-record	ship	
normalized.profilis.vardas-pavarde	113073	55	candidate	identifying	ship	
normalized.programa.tekstas	21	2	candidate	biographical	ship	
normalized.turto-ir-pajamu-deklaracijos.bendros-pinigines-lesos-banke-laikotarpio-pabaigoje	10162	2	candidate	financial	ship	
normalized.turto-ir-pajamu-deklaracijos.bendros-pinigines-lesos-banke-laikotarpio-pradzioje	10162	2	candidate	financial	ship	
normalized.turto-ir-pajamu-deklaracijos.darboviete	26037	11	candidate	biographical	ship	
normalized.turto-ir-pajamu-deklaracijos.deklaracijos-apimtis	94564	44	none	technical	ship	
normalized.turto-ir-pajamu-deklaracijos.deklaracijos-forma	84402	42	none	technical	ship	
normalized.turto-ir-pajamu-deklaracijos.deklaracijos-metai	84402	42	none	technical	ship	
normalized.turto-ir-pajamu-deklaracijos.deklaracijos[]	27	2	candidate	financial	ship	
normalized.turto-ir-pajamu-deklaracijos.deklaracijos[].apimtis	84375	42	none	technical	ship	
normalized.turto-ir-pajamu-deklaracijos.deklaracijos[].forma	84375	42	none	technical	ship	
normalized.turto-ir-pajamu-deklaracijos.deklaracijos[].metai	84375	42	none	technical	ship	
normalized.turto-ir-pajamu-deklaracijos.deklaracijos[].pavadinimas	84375	42	none	technical	ship	
normalized.turto-ir-pajamu-deklaracijos.deklaracijos[].reiksmes	1	1	candidate	financial	ship	
normalized.turto-ir-pajamu-deklaracijos.deklaracijos[].reiksmes.gautos-pajamos	84343	42	candidate	financial	ship	
normalized.turto-ir-pajamu-deklaracijos.deklaracijos[].reiksmes.gautos-paskolos	84339	42	candidate	financial	ship	
normalized.turto-ir-pajamu-deklaracijos.deklaracijos[].reiksmes.individualios-veiklos-atskaitymai	31674	16	candidate	financial	ship	
normalized.turto-ir-pajamu-deklaracijos.deklaracijos[].reiksmes.individualios-veiklos-pajamos	31674	16	candidate	financial	ship	
normalized.turto-ir-pajamu-deklaracijos.deklaracijos[].reiksmes.pinigines-lesos	84339	42	candidate	financial	ship	
normalized.turto-ir-pajamu-deklaracijos.deklaracijos[].reiksmes.privalomas-registruoti-turtas	84339	42	candidate	financial	ship	
normalized.turto-ir-pajamu-deklaracijos.deklaracijos[].reiksmes.sumoketas-pajamu-mokestis	84343	42	candidate	financial	ship	
normalized.turto-ir-pajamu-deklaracijos.deklaracijos[].reiksmes.suteiktos-paskolos	84339	42	candidate	financial	ship	
normalized.turto-ir-pajamu-deklaracijos.deklaracijos[].reiksmes.turto-isigijimo-kaina	31674	16	candidate	financial	ship	
normalized.turto-ir-pajamu-deklaracijos.deklaracijos[].reiksmes.turto-pardavimo-pajamos	31674	16	candidate	financial	ship	
normalized.turto-ir-pajamu-deklaracijos.deklaracijos[].reiksmes.vertybiniai-popieriai-meno-kuriniai-juvelyriniai-dirbiniai	84339	42	candidate	financial	ship	
normalized.turto-ir-pajamu-deklaracijos.deklaracijos[].rusis	84375	42	none	technical	ship	
normalized.turto-ir-pajamu-deklaracijos.forma	27	1	none	technical	ship	
normalized.turto-ir-pajamu-deklaracijos.gautos-pajamos	112218	54	candidate	financial	ship	
normalized.turto-ir-pajamu-deklaracijos.gautos-pajamos-darbo-santykiu	17654	10	candidate	financial	ship	
normalized.turto-ir-pajamu-deklaracijos.gautos-paskolos	94564	44	candidate	financial	ship	
normalized.turto-ir-pajamu-deklaracijos.grazintos-paskolos	10162	2	candidate	financial	ship	
normalized.turto-ir-pajamu-deklaracijos.individualios-veiklos-atskaitymai	84402	42	candidate	financial	ship	
normalized.turto-ir-pajamu-deklaracijos.individualios-veiklos-pajamos	84402	42	candidate	financial	ship	
normalized.turto-ir-pajamu-deklaracijos.isdavimo-data	27	1	none	technical	ship	
normalized.turto-ir-pajamu-deklaracijos.islaikytiniu-skaicius	17651	10	family	family	ship	counts of family members and dependants
normalized.turto-ir-pajamu-deklaracijos.israsa-isdave	16761	5	none	technical	ship	
normalized.turto-ir-pajamu-deklaracijos.israsai.pajamu-deklaracija.darboviete	1501	4	none	technical	ship	
normalized.turto-ir-pajamu-deklaracijos.israsai.pajamu-deklaracija.gavimo-data	1501	4	none	technical	ship	
normalized.turto-ir-pajamu-deklaracijos.israsai.pajamu-deklaracija.israsa-isdave	1501	4	none	technical	ship	
normalized.turto-ir-pajamu-deklaracijos.israsai.pajamu-deklaracija.pavadinimas	1501	4	none	technical	ship	
normalized.turto-ir-pajamu-deklaracijos.israsai.pajamu-deklaracija.pildymo-data	1501	4	none	technical	ship	
normalized.turto-ir-pajamu-deklaracijos.israsai.turto-deklaracija	1	1	none	technical	ship	
normalized.turto-ir-pajamu-deklaracijos.israsai.turto-deklaracija.darboviete	1500	4	none	technical	ship	
normalized.turto-ir-pajamu-deklaracijos.israsai.turto-deklaracija.gavimo-data	1500	4	none	technical	ship	
normalized.turto-ir-pajamu-deklaracijos.israsai.turto-deklaracija.israsa-isdave	1500	4	none	technical	ship	
normalized.turto-ir-pajamu-deklaracijos.israsai.turto-deklaracija.pavadinimas	1500	4	none	technical	ship	
normalized.turto-ir-pajamu-deklaracijos.israsai.turto-deklaracija.pildymo-data	1500	4	none	technical	ship	
normalized.turto-ir-pajamu-deklaracijos.israso-data	17654	10	none	technical	ship	
normalized.turto-ir-pajamu-deklaracijos.kalendoriniais-metais-isigytas-turtas	17654	10	candidate	financial	ship	
normalized.turto-ir-pajamu-deklaracijos.mokesciu-nepriemoka	17654	10	candidate	financial	ship	
normalized.turto-ir-pajamu-deklaracijos.nepagrindines-darbovietes	2909	8	candidate	biographical	ship	
normalized.turto-ir-pajamu-deklaracijos.pajamos-pagal-forma[]	36388	18	candidate	financial	ship	
normalized.turto-ir-pajamu-deklaracijos.pajamos-pagal-forma[].forma	14894	7	candidate	financial	ship	
normalized.turto-ir-pajamu-deklaracijos.pajamos-pagal-forma[].gautos-pajamos	14894	7	candidate	financial	ship	
normalized.turto-ir-pajamu-deklaracijos.pajamos-pagal-forma[].sumoketas-pajamu-mokestis	14894	7	candidate	financial	ship	
normalized.turto-ir-pajamu-deklaracijos.pareigos	15397	9	candidate	biographical	ship	
normalized.turto-ir-pajamu-deklaracijos.pareigos-nepagrindinese-darbovietese	2827	7	candidate	biographical	ship	
normalized.turto-ir-pajamu-deklaracijos.pasiskolintos-ir-dovanotos-lesos	10162	2	candidate	financial	ship	
normalized.turto-ir-pajamu-deklaracijos.pastaba	51282	22	none	technical	ship	
normalized.turto-ir-pajamu-deklaracijos.pinigines-lesos	112218	54	candidate	financial	ship	
normalized.turto-ir-pajamu-deklaracijos.pinigines-lesos-laikotarpio-pabaigoje	10162	2	candidate	financial	ship	
normalized.turto-ir-pajamu-deklaracijos.pinigines-lesos-laikotarpio-pradzioje	10162	2	candidate	financial	ship	
normalized.turto-ir-pajamu-deklaracijos.privaloma-sumoketi-mokesciu-ir-sankciju	17654	10	candidate	financial	ship	
normalized.turto-ir-pajamu-deklaracijos.privalomas-registruoti-turtas	112218	54	candidate	financial	ship	
normalized.turto-ir-pajamu-deklaracijos.seimos-nariu-iki-18-metu	17651	10	family	family	ship	counts of family members and dependants
normalized.turto-ir-pajamu-deklaracijos.seimos-nariu-skaicius	17651	10	family	family	ship	counts of family members and dependants
normalized.turto-ir-pajamu-deklaracijos.sumoketas-pajamu-mokestis	112218	54	candidate	financial	ship	
normalized.turto-ir-pajamu-deklaracijos.sumoketas-pajamu-mokestis-darbo-santykiu	17654	10	candidate	financial	ship	
normalized.turto-ir-pajamu-deklaracijos.suteiktos-paskolos	94564	44	candidate	financial	ship	
normalized.turto-ir-pajamu-deklaracijos.sutuoktinio.gautos-paskolos	352	1	family	financial	ship	the spouse's own declared figures (352 records)
normalized.turto-ir-pajamu-deklaracijos.sutuoktinio.pinigines-lesos	352	1	family	financial	ship	the spouse's own declared figures (352 records)
normalized.turto-ir-pajamu-deklaracijos.sutuoktinio.privalomas-registruoti-turtas	352	1	family	financial	ship	the spouse's own declared figures (352 records)
normalized.turto-ir-pajamu-deklaracijos.sutuoktinio.suteiktos-paskolos	352	1	family	financial	ship	the spouse's own declared figures (352 records)
normalized.turto-ir-pajamu-deklaracijos.sutuoktinio.vertybiniai-popieriai-meno-kuriniai-juvelyriniai-dirbiniai	352	1	family	financial	ship	the spouse's own declared figures (352 records)
normalized.turto-ir-pajamu-deklaracijos.turtas-ir-pinigines-lesos-metu-pabaigoje	17654	10	candidate	financial	ship	
normalized.turto-ir-pajamu-deklaracijos.turtas-ir-pinigines-lesos-metu-pradzioje	17654	10	candidate	financial	ship	
normalized.turto-ir-pajamu-deklaracijos.turtas-ir-vertybiniai-popieriai-laikotarpio-pabaigoje	10162	2	candidate	financial	ship	
normalized.turto-ir-pajamu-deklaracijos.turtas-ir-vertybiniai-popieriai-laikotarpio-pradzioje	10162	2	candidate	financial	ship	
normalized.turto-ir-pajamu-deklaracijos.turto-isigijimo-kaina	84402	42	candidate	financial	ship	
normalized.turto-ir-pajamu-deklaracijos.turto-pardavimo-pajamos	84402	42	candidate	financial	ship	
normalized.turto-ir-pajamu-deklaracijos.valiuta	79098	34	none	technical	ship	
normalized.turto-ir-pajamu-deklaracijos.vertybiniai-popieriai-meno-kuriniai-juvelyriniai-dirbiniai	94564	44	candidate	financial	ship	
provenance.fetchedAt	113073	55	none	technical	ship	
provenance.parsedAt	113073	55	none	technical	ship	
provenance.parserCommit	113073	55	none	technical	ship	
provenance.schemaVersion	113073	55	none	technical	ship	
provenance.sourceSha256	113073	55	none	technical	ship	
rawData.anketa.fields[]	1272	2	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.anketa.fields[].items[]	21	1	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.anketa.fields[].items[].note	9877	2	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.anketa.fields[].items[].value	9877	2	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.anketa.fields[].label	9878	2	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.anketa.rows[]	2	2	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.anketa.rows[].answer	105713	45	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.anketa.rows[].answerItems[]	1471	4	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.anketa.rows[].answer[]	596	8	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.anketa.rows[].answer[].9-1-1-apkaltinamojo-nuosprendzio-sprendimo-data	244	1	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.anketa.rows[].answer[].9-1-2-apkaltinamojo-nuosprendzio-sprendimo-priemimo-valstybe-vieta	244	1	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.anketa.rows[].answer[].9-1-3-nuosprendi-sprendima-priemusios-institucijos-pavadinimas	244	1	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.anketa.rows[].answer[].9-1-4-nusikalstama-veikla-uz-kuria-buvote-nuteistas-pavadinimas	244	1	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.anketa.rows[].answer[].9-2-1-apkaltinamojo-nuosprendzio-sprendimo-data	6	1	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.anketa.rows[].answer[].9-2-2-apkaltinamojo-nuosprendzio-sprendimo-priemimo-valstybe-vieta	6	1	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.anketa.rows[].answer[].9-2-3-nuosprendi-sprendima-priemusios-institucijos-pavadinimas	6	1	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.anketa.rows[].answer[].9-2-4-nusikalstama-veika-uz-kuria-buvote-nuteistas-pavadinimas	6	1	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.anketa.rows[].answer[].9.1.1. Apkaltinamojo nuosprendžio (sprendimo) data:	2	2	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.anketa.rows[].answer[].9.1.2. Apkaltinamojo nuosprendžio (sprendimo) priėmimo valstybė (vieta):	2	2	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.anketa.rows[].answer[].9.1.3. Nuosprendį (sprendimą) priėmusios institucijos pavadinimas:	2	2	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.anketa.rows[].answer[].9.1.4. Nusikalstama veika, už kurią buvote nuteistas (pavadinimas):	2	2	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.anketa.rows[].answer[].9.2.1. Apkaltinamojo nuosprendžio (sprendimo) data	40	2	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.anketa.rows[].answer[].9.2.1. Apkaltinamojo nuosprendžio (sprendimo) data:	41	1	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.anketa.rows[].answer[].9.2.2. Apkaltinamojo nuosprendžio (sprendimo) priėmimo valstybė (vieta)	40	2	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.anketa.rows[].answer[].9.2.2. Apkaltinamojo nuosprendžio (sprendimo) priėmimo valstybė (vieta):	41	1	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.anketa.rows[].answer[].9.2.3. Nuosprendį (sprendimą) priėmusios institucijos pavadinimas	40	2	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.anketa.rows[].answer[].9.2.3. Nuosprendį (sprendimą) priėmusios institucijos pavadinimas:	41	1	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.anketa.rows[].answer[].9.2.4. Nusikalstama veika, už kurią buvote nuteistas (pavadinimas)	81	3	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.anketa.rows[].answer[].Baigimo metai	45799	25	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.anketa.rows[].answer[].Iki	1811	4	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.anketa.rows[].answer[].Institucijos pavadinimas, pareigos	9867	25	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.anketa.rows[].answer[].Išsilavinimas	45799	25	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.anketa.rows[].answer[].Laikotarpis	9867	25	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.anketa.rows[].answer[].Mokyklos įstaigos pavadinimas	238	1	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.anketa.rows[].answer[].Mokymo įstaigos pavadinimas	45561	24	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.anketa.rows[].answer[].Nuo	1811	4	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.anketa.rows[].answer[].Politinė organizacija	1811	4	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.anketa.rows[].answer[].Specialybė	45799	25	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.anketa.rows[].answer[].baigimo-metai	8891	6	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.anketa.rows[].answer[].institucijos-pavadinimas-pareigos	1769	6	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.anketa.rows[].answer[].issilavinimas	8891	6	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.anketa.rows[].answer[].laikotarpis	1769	6	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.anketa.rows[].answer[].mokyklos-istaigos-pavadinimas	27	1	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.anketa.rows[].answer[].mokymo-istaigos-pavadinimas	8864	5	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.anketa.rows[].answer[].specialybe	8891	6	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.anketa.rows[].explanation	62	2	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.anketa.rows[].key	9879	1	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.anketa.rows[].prompt	105713	45	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.anketa.rows[].questionNumber	95834	44	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.anketa.rows[].records[].iki	2035	1	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.anketa.rows[].records[].institucija	2035	1	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.anketa.rows[].records[].nuo	2035	1	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.anketa.rows[].rowIndex	94563	43	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.biografija.headingName	17	1	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.biografija.html	21554	29	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.biografija.rows[].answer	17666	11	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.biografija.rows[].answer[].Baigimo metai	2089	5	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.biografija.rows[].answer[].Darbo pabaiga	2085	5	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.biografija.rows[].answer[].Darbo pradžia	2085	5	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.biografija.rows[].answer[].Darbovietė	2085	5	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.biografija.rows[].answer[].Išsilavinimas	2089	5	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.biografija.rows[].answer[].Mokymo įstaigos pavadinimas	2089	5	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
rawData.biografija.rows[].answer[].Pareigos	2085	5	candidate	mixed	ship	the questionnaire / biography rows as published, prompt by prompt; normalized.anketa and normalized.biografija classify each field
